cds,stype,name,sname,snum,dname,dnum,cname,cnum,flag,pcttest,api00,api99,target,growth,sch.wide,comp.imp,both,awards,meals,ell,yr.rnd,mobility,acs.k3,acs.46,acs.core,pct.resp,not.hsg,hsg,some.col,col.grad,grad.sch,avg.ed,full,emer,enroll,api.stu
15635456105696,M,Wallace (Woodro,Wallace (Woodrow W.) Middle,975,Kernville Union Elem,335,Kern,14,NA,99,624,652,7,-28,No,No,No,No,52,0,NA,14,NA,26,24,97,9,30,35,19,7,2.8399999141693115,89,17,339,293
15635526009666,E,Lakeside Elemen,Lakeside Elementary,976,Lakeside Union Elem,362,Kern,14,NA,100,696,640,8,56,Yes,Yes,Yes,Yes,33,3,NA,31,17,28,28,92,12,23,30,27,8,2.9600000381469727,96,4,484,360
15635526115042,E,Suburu (Donald ,Suburu (Donald E.) Elementary,977,Lakeside Union Elem,362,Kern,14,NA,97,727,728,4,-1,No,No,No,No,26,2,NA,26,17,NA,NA,88,3,16,40,25,18,3.390000104904175,95,5,185,136
15635606009674,E,Alicante Avenue,Alicante Avenue Elementary,978,Lamont Elementary,364,Kern,14,NA,97,591,527,14,64,Yes,Yes,Yes,Yes,86,42,NA,21,19,NA,NA,69,54,28,11,4,4,1.7599999904632568,67,33,326,279
15635606009690,M,Mountain View M,Mountain View Middle,979,Lamont Elementary,364,Kern,14,NA,95,486,431,18,55,Yes,Yes,Yes,Yes,94,45,NA,10,NA,28,25,68,62,17,15,6,1,1.659999966621399,85,15,788,648
15635606009708,E,Myrtle Avenue E,Myrtle Avenue Elementary,980,Lamont Elementary,364,Kern,14,NA,97,476,409,20,67,Yes,Yes,Yes,Yes,96,38,NA,8,NA,27,NA,99,64,19,14,2,1,1.5700000524520874,56,44,541,478
15635786009989,E,Richland Interm,Richland Intermediate,981,Richland-Lerdo Un Elem,593,Kern,14,NA,97,495,450,18,45,Yes,Yes,Yes,Yes,88,55,NA,35,19,27,NA,70,45,27,20,5,4,1.9700000286102295,93,10,807,680
15635786010003,M,Richland Senior,Richland Senior Elementary,982,Richland-Lerdo Un Elem,593,Kern,14,NA,98,498,540,13,-42,No,No,No,No,85,48,NA,55,NA,32,27,95,50,26,14,5,5,1.8799999952316284,77,26,692,622
15635786090591,E,Richland Primar,Richland Primary,983,Richland-Lerdo Un Elem,593,Kern,14,NA,99,508,479,16,29,Yes,Yes,Yes,Yes,87,53,NA,12,20,NA,NA,96,55,24,12,5,4,1.7999999523162842,90,14,272,237
15635946060420,E,Lost Hills Elem,Lost Hills Elementary,984,Lost Hills Union Elem,408,Kern,14,NA,95,464,371,21,93,Yes,Yes,Yes,Yes,98,94,NA,5,20,25,NA,74,84,15,0,1,0,1.1699999570846558,65,82,173,146
15635946102792,M,Thomas (A.M.) M,Thomas (A.M.) Middle,985,Lost Hills Union Elem,408,Kern,14,NA,97,478,452,17,26,Yes,Yes,Yes,Yes,96,88,NA,2,NA,24,23,99,83,15,1,1,0,1.2000000476837158,100,0,160,126
15636106009732,E,Maple Elementar,Maple Elementary,986,Maple Elementary,421,Kern,14,NA,100,823,831,NA,-8,Yes,Yes,Yes,No,40,0,NA,14,29,27,NA,94,13,35,31,15,6,2.640000104904175,78,22,183,157
15636286009740,E,Maricopa Elemen,Maricopa Elementary,987,Maricopa Unified,422,Kern,14,NA,98,533,548,13,-15,No,No,No,No,72,5,NA,23,18,28,NA,92,27,41,24,6,1,2.130000114440918,64,36,227,169
15636776009799,M,Joshua Middle,Joshua Middle,988,Mojave Unified,452,Kern,14,NA,NA,553,491,15,62,Yes,Yes,Yes,No,69,7,NA,18,NA,29,26,94,23,50,18,8,1,2.140000104904175,67,25,NA,248
15636776009807,E,Mojave Elementa,Mojave Elementary,989,Mojave Unified,452,Kern,14,NA,NA,554,459,17,95,Yes,Yes,Yes,No,82,30,NA,16,18,NA,NA,100,21,65,13,0,1,1.9500000476837158,100,19,NA,113
15636776009823,E,Ulrich (Robert ,Ulrich (Robert P.) Elementary,990,Mojave Unified,452,Kern,14,NA,NA,601,572,11,29,Yes,No,No,No,52,8,NA,12,19,31,NA,96,11,51,24,12,2,2.440000057220459,89,16,NA,429
15636776111272,M,California City,California City Middle,991,Mojave Unified,452,Kern,14,NA,NA,652,610,10,42,Yes,Yes,Yes,No,45,3,NA,11,NA,27,24,93,10,29,36,19,6,2.809999942779541,83,22,NA,336
15636851530997,H,Boron Junior-Se,Boron Junior-Senior High,992,Muroc Joint Unified,476,Kern,14,NA,100,630,597,10,33,Yes,Yes,Yes,Yes,23,0,NA,10,NA,NA,23,89,2,36,42,16,3,2.819999933242798,81,19,227,205
15636851531987,H,Desert Junior/S,Desert Junior/Senior High,993,Muroc Joint Unified,476,Kern,14,NA,100,720,704,5,16,Yes,Yes,Yes,Yes,15,0,NA,21,NA,NA,27,99,0,17,38,34,11,3.380000114440918,79,18,533,417
15636856009864,M,Forbes Avenue E,Forbes Avenue Elementary,994,Muroc Joint Unified,476,Kern,14,NA,100,766,747,3,19,Yes,Yes,Yes,Yes,25,0,NA,29,NA,20,NA,93,0,16,43,28,14,3.390000104904175,78,26,470,358
15636856009880,E,Branch (Irving ,Branch (Irving L.) Elementary,995,Muroc Joint Unified,476,Kern,14,NA,100,813,768,2,45,Yes,Yes,Yes,Yes,33,1,NA,21,19,NA,NA,100,0,56,23,18,3,2.680000066757202,94,6,319,239
15636856009906,E,West Boron Elem,West Boron Elementary,996,Muroc Joint Unified,476,Kern,14,NA,100,719,648,8,71,Yes,Yes,Yes,Yes,41,3,NA,18,17,25,NA,100,14,59,19,5,4,2.25,100,0,197,162
15636936009914,E,Norris Elementa,Norris Elementary,997,Norris Elementary,492,Kern,14,NA,100,814,784,1,30,Yes,Yes,Yes,Yes,10,0,NA,16,18,29,NA,98,2,44,19,30,5,2.9100000858306885,89,7,328,271
15636936103493,M,Norris Middle,Norris Middle,998,Norris Elementary,492,Kern,14,NA,99,815,780,1,35,Yes,Yes,Yes,Yes,8,0,NA,11,NA,31,28,100,2,26,28,34,9,3.200000047683716,100,4,497,434
15636936108575,E,Olive Drive Ele,Olive Drive Elementary,999,Norris Elementary,492,Kern,14,NA,99,836,772,1,64,Yes,Yes,Yes,Yes,10,1,NA,17,18,27,NA,95,1,15,37,32,15,3.4600000381469727,100,0,304,251
15637506010029,M,Rosedale Middle,Rosedale Middle,1000,Rosedale Elementary,611,Kern,14,NA,100,742,707,5,35,Yes,Yes,Yes,Yes,9,0,NA,10,NA,NA,28,93,2,13,35,30,20,3.5399999618530273,89,11,850,748
15637506096127,E,Rosedale-North ,Rosedale-North Elementary,1001,Rosedale Elementary,611,Kern,14,NA,100,713,671,6,42,Yes,Yes,Yes,Yes,25,0,NA,16,17,17,NA,89,7,51,12,22,7,2.7100000381469727,97,3,419,354
15637506108781,E,Centennial Elem,Centennial Elementary,1002,Rosedale Elementary,611,Kern,14,NA,100,824,804,NA,20,Yes,Yes,Yes,Yes,11,2,NA,17,18,28,NA,95,5,25,17,34,20,3.390000104904175,95,5,367,319
15637506110431,E,Del Rio Element,Del Rio Elementary,1003,Rosedale Elementary,611,Kern,14,NA,100,796,757,2,39,Yes,Yes,Yes,Yes,7,0,NA,15,18,26,NA,86,1,10,42,28,18,3.5199999809265137,96,4,331,283
15637506111686,E,Almondale Eleme,Almondale Elementary,1004,Rosedale Elementary,611,Kern,14,NA,100,732,716,4,16,Yes,Yes,Yes,Yes,15,0,NA,18,18,27,NA,94,1,39,14,31,15,3.190000057220459,100,2,604,512
15637506113484,E,Independence El,Independence Elementary,1005,Rosedale Elementary,611,Kern,14,NA,100,733,718,4,15,Yes,No,No,No,14,2,NA,25,18,28,NA,85,2,14,29,32,24,3.609999895095825,96,4,382,312
15637686010037,E,Semitropic Elem,Semitropic Elementary,1006,Semitropic Elementary,677,Kern,14,NA,100,533,481,16,52,Yes,Yes,Yes,Yes,89,7,NA,21,25,28,NA,99,65,32,3,1,0,1.3899999856948853,90,0,195,143
15637761534957,H,Rosamond High,Rosamond High,1007,Southern Kern Unified,709,Kern,14,NA,97,608,594,10,14,Yes,No,No,No,36,2,NA,17,NA,NA,27,89,10,24,35,25,5,2.9100000858306885,82,18,542,434
15637766010045,E,Rosamond Elemen,Rosamond Elementary,1008,Southern Kern Unified,709,Kern,14,NA,99,621,568,12,53,Yes,Yes,Yes,Yes,54,19,No,19,19,29,NA,65,19,38,22,20,1,2.4600000381469727,91,9,474,399
15637766010052,M,Tropico Middle,Tropico Middle,1009,Southern Kern Unified,709,Kern,14,NA,98,666,663,7,3,No,No,No,No,47,5,NA,10,NA,32,26,75,13,26,32,23,6,2.8399999141693115,84,9,677,559
15637766061212,E,Hamilton Elemen,Hamilton Elementary,1010,Southern Kern Unified,709,Kern,14,NA,98,631,591,10,40,Yes,Yes,Yes,Yes,47,14,No,15,19,28,NA,82,7,51,23,15,4,2.5799999237060547,88,15,549,472
15637846010060,E,South Fork Elem,South Fork Elementary,1011,South Fork Union Elem,704,Kern,14,NA,100,631,560,12,71,Yes,Yes,Yes,Yes,64,0,NA,22,19,28,29,94,16,37,30,12,5,2.5299999713897705,100,9,262,215
15638006010110,E,Conley Elementa,Conley Elementary,1012,Taft City Elementary,732,Kern,14,NA,100,555,500,15,55,Yes,Yes,Yes,Yes,88,16,NA,24,18,NA,NA,99,40,55,5,0,0,1.649999976158142,93,7,123,102
15638006010136,M,Lincoln Element,Lincoln Elementary,1013,Taft City Elementary,732,Kern,14,NA,100,624,597,10,27,Yes,Yes,Yes,Yes,53,7,NA,12,NA,26,26,84,17,24,36,20,4,2.7100000381469727,94,9,625,527
15638006010144,E,Parkview Elemen,Parkview Elementary,1014,Taft City Elementary,732,Kern,14,NA,100,677,689,6,-12,No,No,No,No,50,3,NA,16,19,NA,NA,98,16,36,33,8,7,2.549999952316284,100,0,128,118
15638006010151,E,Roosevelt Eleme,Roosevelt Elementary,1015,Taft City Elementary,732,Kern,14,NA,100,586,550,13,36,Yes,No,No,No,62,15,NA,17,NA,30,NA,67,20,32,30,18,1,2.4700000286102295,85,20,475,394
15638181535905,H,Taft Union High,Taft Union High,1016,Taft Union High,733,Kern,14,NA,95,561,591,10,-30,No,No,No,No,40,6,NA,6,NA,NA,21,94,13,22,36,23,5,2.8399999141693115,98,2,606,340
15638261536135,H,Tehachapi High,Tehachapi High,1017,Tehachapi Unified,736,Kern,14,NA,98,649,648,8,1,No,No,No,No,11,1,NA,9,NA,NA,25,85,5,18,32,33,11,3.2799999713897705,91,10,1029,900
15638266010201,E,Tompkins Elemen,Tompkins Elementary,1018,Tehachapi Unified,736,Kern,14,NA,98,714,662,7,52,Yes,Yes,Yes,Yes,40,6,No,17,20,26,NA,78,13,27,37,17,6,2.759999990463257,97,9,461,393
15638266010219,E,Wells Elementar,Wells Elementary,1019,Tehachapi Unified,736,Kern,14,NA,98,623,620,9,3,No,No,No,No,53,15,NA,19,19,27,NA,75,13,30,31,16,10,2.809999942779541,100,0,331,264
15638266057426,M,Jacobsen Junior,Jacobsen Junior High,1020,Tehachapi Unified,736,Kern,14,NA,98,741,718,4,23,Yes,Yes,Yes,Yes,17,2,NA,9,NA,NA,27,88,5,20,35,29,11,3.2300000190734863,92,8,792,637
15638266105415,E,Golden Hills El,Golden Hills Elementary,1021,Tehachapi Unified,736,Kern,14,NA,98,713,682,6,31,Yes,Yes,Yes,Yes,25,0,No,10,19,25,NA,92,5,18,45,22,11,3.1700000762939453,93,10,582,537
15638266108898,E,Cummings Valley,Cummings Valley Elementary,1022,Tehachapi Unified,736,Kern,14,NA,99,810,766,2,44,Yes,Yes,Yes,Yes,9,1,No,16,19,27,NA,84,2,21,34,35,9,3.2699999809265137,100,3,459,378
15638346010227,M,Sunset Elementa,Sunset Elementary,1023,Vineland Elementary,778,Kern,14,NA,100,411,408,20,3,No,No,No,No,97,42,NA,18,NA,30,32,94,63,26,6,5,1,1.559999942779541,81,19,372,291
15638346010235,E,Vineland Elemen,Vineland Elementary,1024,Vineland Elementary,778,Kern,14,NA,99,494,404,20,90,Yes,Yes,Yes,Yes,97,53,NA,18,18,29,NA,97,66,21,9,3,0,1.4900000095367432,62,38,308,241
15638426010243,E,Clemens (Karl F,Clemens (Karl F.) Elementary,1025,Wasco Union Elementary,784,Kern,14,NA,97,508,438,18,70,Yes,Yes,Yes,Yes,79,54,NA,54,19,NA,NA,57,37,30,24,5,4,2.0999999046325684,75,25,637,587
15638426010250,E,Palm Avenue Ele,Palm Avenue Elementary,1026,Wasco Union Elementary,784,Kern,14,NA,97,471,483,16,-12,No,No,No,No,82,43,NA,9,NA,28,NA,92,47,29,14,8,2,1.899999976158142,76,24,819,726
15638426010268,M,Jefferson (Thom,Jefferson (Thomas) Middle,1027,Wasco Union Elementary,784,Kern,14,NA,97,528,524,14,4,No,No,No,No,77,32,NA,4,NA,NA,27,77,40,34,16,8,2,1.9600000381469727,89,11,529,492
15638591536440,H,Wasco High,Wasco High,1028,Wasco Union High,785,Kern,14,NA,97,501,474,16,27,Yes,Yes,Yes,Yes,63,35,NA,12,NA,NA,22,80,42,25,18,12,3,2.0799999237060547,74,26,837,448
15735446010011,E,Rio Bravo-Greel,Rio Bravo-Greeley Elementary,1029,Rio Bravo-Greeley Elem,597,Kern,14,NA,99,728,699,5,29,Yes,Yes,Yes,Yes,30,1,NA,14,18,26,23,96,11,21,37,20,11,2.990000009536743,93,7,600,515
15737421531367,H,Burroughs High,Burroughs High,1030,Sierra Sands Unified,685,Kern,14,NA,99,674,698,5,-24,No,No,No,No,20,3,NA,7,NA,NA,26,95,4,17,31,34,15,3.380000114440918,85,14,1114,1022
15737426009294,E,Pierce Elementa,Pierce Elementary,1031,Sierra Sands Unified,685,Kern,14,NA,100,668,655,7,13,Yes,No,No,No,68,28,NA,21,20,31,NA,98,24,17,32,17,9,2.7100000381469727,96,4,308,289
15737426009310,M,Murray Middle,Murray Middle,1032,Sierra Sands Unified,685,Kern,14,NA,100,670,655,7,15,Yes,No,No,No,36,5,NA,12,NA,28,25,89,6,16,38,27,13,3.25,86,14,728,648
15737426009328,E,Richmond Elemen,Richmond Elementary,1033,Sierra Sands Unified,685,Kern,14,NA,100,754,643,8,111,Yes,Yes,Yes,Yes,60,6,NA,36,19,31,NA,94,12,28,32,20,9,2.8399999141693115,81,22,271,203
15737426009609,E,Inyokern Elemen,Inyokern Elementary,1034,Sierra Sands Unified,685,Kern,14,NA,100,684,623,9,61,Yes,Yes,Yes,Yes,61,1,NA,32,20,16,NA,86,16,42,31,11,0,2.380000114440918,100,7,167,133
15737426009617,M,Monroe (James) ,Monroe (James) Middle,1035,Sierra Sands Unified,685,Kern,14,NA,100,654,677,6,-23,No,No,No,No,38,4,NA,13,NA,31,28,91,4,17,37,31,11,3.2799999713897705,85,19,542,492
15737426009625,E,Las Flores Elem,Las Flores Elementary,1036,Sierra Sands Unified,685,Kern,14,NA,99,748,722,4,26,Yes,Yes,Yes,Yes,31,5,NA,25,19,31,NA,90,5,15,34,29,16,3.359999895095825,100,0,364,322
15737426009633,E,Faller Elementa,Faller Elementary,1037,Sierra Sands Unified,685,Kern,14,NA,100,726,689,6,37,Yes,Yes,Yes,Yes,45,8,NA,38,19,30,NA,97,9,32,33,19,7,2.8299999237060547,95,5,342,293
15737426110712,E,Gateway Element,Gateway Elementary,1038,Sierra Sands Unified,685,Kern,14,NA,100,807,729,4,78,Yes,Yes,Yes,Yes,43,5,NA,24,20,30,NA,97,6,19,38,29,9,3.1600000858306885,100,0,331,296
15739081534155,H,McFarland High,McFarland High,1039,McFarland Unified,432,Kern,14,NA,98,462,448,18,14,No,Yes,No,No,44,31,NA,6,NA,NA,24,82,44,34,12,7,3,1.909999966621399,71,35,477,429
15739086009757,E,Browning Road E,Browning Road Elementary,1040,McFarland Unified,432,Kern,14,NA,97,494,413,19,81,Yes,Yes,Yes,Yes,95,67,NA,21,19,27,NA,18,52,24,11,13,0,1.840000033378601,59,41,350,261
15739086009765,E,Kern Avenue Ele,Kern Avenue Elementary,1041,McFarland Unified,432,Kern,14,NA,100,495,433,18,62,Yes,Yes,Yes,Yes,91,59,NA,17,19,25,NA,74,61,28,8,1,2,1.5399999618530273,46,51,462,365
15739086106306,M,McFarland Middl,McFarland Middle,1042,McFarland Unified,432,Kern,14,NA,99,485,430,19,55,Yes,Yes,Yes,Yes,85,33,NA,7,NA,21,25,55,48,29,10,12,1,1.8700000047683716,73,30,554,490
15751681530401,H,Frazier Mountai,Frazier Mountain High,1043,El Tejon Unified,208,Kern,14,NA,100,641,620,9,21,Yes,No,No,No,23,0,NA,9,NA,NA,25,98,8,24,35,28,4,2.9700000286102295,47,47,331,285
15751686009468,E,El Tejon Elemen,El Tejon Elementary,1044,El Tejon Unified,208,Kern,14,NA,99,707,660,7,47,Yes,Yes,Yes,Yes,34,3,NA,14,NA,28,28,88,14,36,36,12,2,2.5399999618530273,87,13,533,432
15751686009476,E,Frazier Park El,Frazier Park Elementary,1045,El Tejon Unified,208,Kern,14,NA,100,705,610,10,95,Yes,Yes,Yes,Yes,33,2,NA,20,20,NA,NA,100,11,43,26,20,0,2.549999952316284,95,5,215,155
16638756010276,E,Armona Elementa,Armona Elementary,1046,Armona Union Elementary,34,Kings,15,NA,100,587,548,13,39,Yes,Yes,Yes,Yes,79,24,NA,23,18,21,NA,74,31,31,33,5,1,2.1500000953674316,100,7,323,242
16638756010284,M,Parkview Middle,Parkview Middle,1047,Armona Union Elementary,34,Kings,15,NA,100,636,619,9,17,Yes,Yes,Yes,Yes,72,13,NA,15,NA,27,25,74,27,28,32,11,2,2.319999933242798,100,0,388,326
16638836010292,E,Akers Elementar,Akers Elementary,1048,Central Union Elementary,122,Kings,15,NA,100,796,743,3,53,Yes,Yes,Yes,Yes,47,1,NA,32,21,24,23,93,1,28,47,17,6,2.990000009536743,100,0,533,406
16638836010300,E,Central Element,Central Elementary,1049,Central Union Elementary,122,Kings,15,NA,98,649,607,10,42,Yes,Yes,Yes,Yes,69,13,NA,16,20,19,25,87,27,36,32,3,2,2.180000066757202,89,17,232,192
16638836010318,E,Neutra Elementa,Neutra Elementary,1050,Central Union Elementary,122,Kings,15,NA,100,833,800,NA,33,Yes,Yes,Yes,Yes,51,1,NA,29,20,24,NA,95,0,30,46,19,5,2.9800000190734863,93,11,286,204
16638836010326,E,Stratford Eleme,Stratford Elementary,1051,Central Union Elementary,122,Kings,15,NA,100,646,556,12,90,Yes,Yes,Yes,Yes,87,38,NA,14,16,21,31,99,60,21,14,3,3,1.659999966621399,88,12,239,187
16638911632207,H,Corcoran High,Corcoran High,1052,Corcoran Joint Unified,155,Kings,15,NA,98,505,487,16,18,Yes,Yes,Yes,Yes,47,5,NA,8,NA,NA,25,76,27,38,28,6,0,2.140000104904175,80,20,598,564
16638916010342,E,Fremont (John C,Fremont (John C.) Elementary,1053,Corcoran Joint Unified,155,Kings,15,NA,99,548,496,15,52,Yes,Yes,Yes,Yes,80,28,NA,7,19,NA,NA,99,30,42,18,9,1,2.0899999141693115,84,13,507,462
16638916010359,M,John Muir Middl,John Muir Middle,1054,Corcoran Joint Unified,155,Kings,15,NA,99,577,533,13,44,Yes,Yes,Yes,Yes,68,4,NA,8,NA,23,27,98,34,35,18,11,2,2.119999885559082,86,14,701,651
16638916010367,E,Mark Twain Elem,Mark Twain Elementary,1055,Corcoran Joint Unified,155,Kings,15,NA,98,529,478,16,51,Yes,Yes,Yes,Yes,74,9,NA,5,NA,28,NA,93,26,35,25,11,3,2.309999942779541,95,0,473,397
16639336010466,E,Island Elementa,Island Elementary,1056,Island Union Elementary,317,Kings,15,NA,100,734,684,6,50,Yes,Yes,Yes,Yes,43,11,NA,13,18,28,NA,97,19,35,21,15,9,2.5899999141693115,100,0,192,165
16639416010474,E,Kings River-Har,Kings River-Hardwick Elementary,1057,Kings River-Hardwick,341,Kings,15,NA,100,815,798,1,17,Yes,Yes,Yes,Yes,24,7,NA,11,18,28,23,87,3,21,33,36,7,3.240000009536743,71,26,381,325
16639586010482,E,Kit Carson Elem,Kit Carson Elementary,1058,Kit Carson Union Elem,344,Kings,15,NA,98,705,667,7,38,Yes,Yes,Yes,Yes,49,8,NA,12,18,19,22,89,22,27,30,16,5,2.5399999618530273,85,10,291,235
16639666010508,E,Lakeside Elemen,Lakeside Elementary,1059,Lakeside Union Elem,362,Kings,15,NA,99,573,568,12,5,No,No,No,No,88,12,NA,21,NA,25,24,92,43,22,25,8,3,2.059999942779541,71,21,227,179
16639746010532,E,Meadow Lane Ele,Meadow Lane Elementary,1060,Lemoore Union Elementary,377,Kings,15,NA,99,569,569,12,0,No,No,No,No,56,11,NA,22,20,28,NA,100,23,37,28,8,3,2.309999942779541,86,11,568,469
16639746066666,E,Engvall (P.W.) ,Engvall (P.W.) Elementary,1061,Lemoore Union Elementary,377,Kings,15,NA,100,604,552,12,52,Yes,Yes,Yes,Yes,52,10,NA,23,19,29,NA,99,28,33,24,10,5,2.319999933242798,78,14,529,440
16639746069140,E,Lemoore Element,Lemoore Elementary,1062,Lemoore Union Elementary,377,Kings,15,NA,100,579,527,14,52,Yes,Yes,Yes,Yes,59,10,NA,17,19,31,NA,100,22,35,33,7,3,2.359999895095825,92,5,521,458
16639746111934,M,Liberty Middle,Liberty Middle,1063,Lemoore Union Elementary,377,Kings,15,NA,99,583,582,11,1,No,No,No,No,44,3,NA,15,NA,NA,32,100,21,30,28,16,5,2.5299999713897705,86,14,672,539
16639821635606,H,Lemoore High,Lemoore High,1064,Lemoore Union High,378,Kings,15,NA,98,597,592,10,5,No,No,No,No,13,2,NA,12,NA,NA,26,93,15,23,26,30,6,2.9000000953674316,77,23,1466,802
16639906010557,E,Pioneer Element,Pioneer Elementary,1065,Pioneer Union Elem (Char),552,Kings,15,NA,100,803,724,4,79,Yes,Yes,Yes,Yes,20,4,NA,24,19,30,NA,99,4,17,36,29,14,3.3299999237060547,95,5,454,346
16639906110233,M,Pioneer Middle,Pioneer Middle,1066,Pioneer Union Elem (Char),552,Kings,15,NA,100,759,736,3,23,Yes,Yes,Yes,Yes,16,4,NA,13,NA,NA,30,100,4,18,32,33,14,3.359999895095825,81,19,343,300
16739321630953,H,Avenal High,Avenal High,1067,Reef-Sunset Unified,588,Kings,15,NA,99,448,413,19,35,Yes,Yes,Yes,Yes,100,31,NA,19,NA,NA,23,90,69,15,11,5,1,1.5399999618530273,80,30,413,341
16739326010565,E,Avenal Elementa,Avenal Elementary,1068,Reef-Sunset Unified,588,Kings,15,NA,100,410,372,21,38,Yes,Yes,Yes,Yes,100,65,NA,30,18,29,NA,81,56,24,16,3,2,1.7200000286102295,65,37,581,524
16739326010573,E,Kettleman City ,Kettleman City Elementary,1069,Reef-Sunset Unified,588,Kings,15,NA,100,419,387,21,32,Yes,Yes,Yes,Yes,100,84,NA,18,17,25,23,98,68,17,12,3,1,1.5099999904632568,71,35,197,186
16739326109888,M,Reef Sunset Mid,Reef Sunset Middle,1070,Reef-Sunset Unified,588,Kings,15,NA,100,403,368,22,35,Yes,Yes,Yes,Yes,100,63,NA,15,NA,31,29,91,71,16,10,4,0,1.4700000286102295,83,17,389,355
19642121930056,H,Cerritos High,Cerritos High,1104,ABC Unified,1,Los Angeles,18,NA,99,771,758,2,13,Yes,No,No,No,4,6,NA,10,NA,NA,28,91,2,9,18,44,27,3.8399999141693115,92,8,1692,1407
19642121930361,H,Artesia High,Artesia High,1105,ABC Unified,1,Los Angeles,18,NA,100,524,513,14,11,No,No,No,No,37,27,NA,21,NA,NA,27,87,26,25,22,23,4,2.5299999713897705,86,14,1345,1055
19642121931880,H,Whitney (Gretch,Whitney (Gretchen) High,1106,ABC Unified,1,Los Angeles,18,NA,100,969,966,NA,3,Yes,Yes,Yes,Yes,4,0,NA,10,NA,NA,28,93,1,3,8,46,43,4.269999980926514,93,5,853,824
19642121933159,H,Gahr (Richard) ,Gahr (Richard) High,1107,ABC Unified,1,Los Angeles,18,NA,99,614,599,10,15,Yes,No,No,No,19,14,NA,15,NA,NA,24,89,11,18,21,40,10,3.200000047683716,77,22,1453,1095
19642126010862,E,Aloha Elementar,Aloha Elementary,1108,ABC Unified,1,Los Angeles,18,NA,100,619,552,12,67,Yes,Yes,Yes,Yes,66,27,NA,21,19,30,NA,80,16,29,39,12,4,2.5899999141693115,91,13,353,276
19642126010904,E,Carver (Charles,Carver (Charles J.) Elementary,1109,ABC Unified,1,Los Angeles,18,NA,99,789,734,3,55,Yes,Yes,Yes,Yes,30,21,NA,23,18,27,NA,95,9,15,24,32,19,3.380000114440918,100,0,356,284
19642126010912,E,Melbourne (Ella,Melbourne (Ella P.) Elementary,1110,ABC Unified,1,Los Angeles,18,NA,99,579,491,15,88,Yes,Yes,Yes,Yes,79,44,NA,15,19,29,NA,75,41,27,20,9,4,2.069999933242798,84,16,524,424
19642126010920,E,Hawaiian Elemen,Hawaiian Elementary,1111,ABC Unified,1,Los Angeles,18,NA,100,434,427,19,7,No,No,No,No,84,64,NA,16,19,29,NA,88,51,29,14,4,2,1.7699999809265137,73,30,509,471
19642126010938,E,Kennedy (John F,Kennedy (John F.) Elementary,1112,ABC Unified,1,Los Angeles,18,NA,100,822,753,2,69,Yes,Yes,Yes,Yes,34,15,NA,21,19,27,NA,96,7,14,25,35,19,3.450000047683716,89,19,357,267
19642126010946,E,Niemes (John H.,Niemes (John H.) Elementary,1113,ABC Unified,1,Los Angeles,18,NA,99,653,545,13,108,Yes,Yes,Yes,Yes,55,44,NA,16,20,29,NA,96,26,25,24,18,8,2.569999933242798,75,29,441,392
19642126010953,E,Burbank (Luther,Burbank (Luther) Elementary,1114,ABC Unified,1,Los Angeles,18,NA,97,613,527,14,86,Yes,Yes,Yes,Yes,49,27,NA,21,20,30,NA,85,24,24,24,20,8,2.6600000858306885,91,9,389,297
19642126010961,E,Palms Elementar,Palms Elementary,1115,ABC Unified,1,Los Angeles,18,NA,98,709,665,7,44,Yes,Yes,Yes,Yes,41,15,NA,24,18,26,NA,69,6,19,48,22,5,2.990000009536743,79,21,553,417
19642126010979,E,Furgeson (Venn ,Furgeson (Venn W.) Elementary,1116,ABC Unified,1,Los Angeles,18,NA,99,426,414,19,12,No,Yes,No,No,89,68,NA,11,19,27,NA,64,59,24,10,5,2,1.6699999570846558,74,26,417,368
19642126010987,E,Elliott (Willia,Elliott (William F.) Elementary,1117,ABC Unified,1,Los Angeles,18,NA,99,707,626,9,81,Yes,Yes,Yes,Yes,36,19,NA,17,18,26,NA,89,15,21,34,22,9,2.890000104904175,96,4,319,255
19642126010995,E,Willow Elementa,Willow Elementary,1118,ABC Unified,1,Los Angeles,18,NA,99,533,508,15,25,Yes,Yes,Yes,Yes,71,39,NA,21,19,29,NA,88,32,25,28,9,5,2.2899999618530273,86,14,533,456
19642126057442,M,Ross (Faye) Mid,Ross (Faye) Middle,1119,ABC Unified,1,Los Angeles,18,NA,100,601,610,10,-9,No,No,No,No,39,19,NA,16,NA,NA,26,88,16,23,25,27,9,2.9000000953674316,83,17,571,477
19642126057459,M,Tetzlaff (Marti,Tetzlaff (Martin B.) Middle,1120,ABC Unified,1,Los Angeles,18,NA,99,708,696,5,12,Yes,Yes,Yes,Yes,18,21,NA,22,NA,NA,28,93,5,14,28,36,17,3.4600000381469727,85,19,648,555
19642126061220,M,Haskell (Pliny ,Haskell (Pliny Fisk) Middle,1121,ABC Unified,1,Los Angeles,18,NA,99,644,613,9,31,Yes,No,No,No,36,14,NA,13,NA,NA,29,95,16,23,30,23,8,2.8299999237060547,86,14,608,485
19642126061238,M,Fedde (Pharis F,Fedde (Pharis F.) Middle,1122,ABC Unified,1,Los Angeles,18,NA,99,499,463,17,36,Yes,Yes,Yes,Yes,76,44,NA,15,NA,NA,29,88,48,24,19,6,3,1.9299999475479126,81,19,552,487
